,count,hate_speech,offensive_language,neither,class,tweet
23573,3,0,3,0,1,Yall live for bitches and blunts. We live for weed and money!!!!!!
23574,3,0,3,0,1,Yall out here fuckin other women's men risking ya life &amp; freedom but I'm out here single &amp; dolo with no bitch you gotta worry about.
23576,3,0,3,0,1,Yall see Chojis kid? Big ass black bitch
23577,3,0,3,0,1,Yall trustin these hoes... I've never been that gullible
23578,3,0,3,0,1,Yandy gotta pay me for dick im sorry...that bitch ugly
23579,3,0,0,3,2,Yankee homeruns make me all tingly.
23580,3,0,0,3,2,Yankee pinstripes might be the best unis in the MLB but the gray road ones are the worst CC looks like an elephant trapped in a circus tent
23581,3,0,0,3,2,Yankees getting killed
23582,3,0,0,3,2,Yankees great Joe DiMaggio reportedly used to beat wife Marilyn Monroe. Here she is in 1954 announcing divorce http://t.co/blS7dalMiF
23583,3,0,0,3,2,Yankees season over tho. So yeah.
23584,3,0,0,3,2,Yankees should have NEVER gave away Melky. Guy can flat out HIT. #yankees #giants
23585,3,0,0,3,2,Yankees shouldn't rely on the long ball in the playoffs #Yankees #MLB
23586,3,0,0,3,2,Yanks choked too..... Lost 4 strait remember
23587,3,0,0,3,2,Yanks won't make the playoffs but we ain't in the AL basement. That's the Red Sox position:http://t.co/f7HXNDz1hy&#8221;
23588,3,0,3,0,1,Yas bitches YAS &#128588; http://t.co/bsrWTMKw87
23589,3,0,3,0,1,Yas bitches http://t.co/yey8ml5snK
23590,3,0,3,0,1,Yasss bitch yass
23591,3,1,2,0,1,Yasss bitches I'm brown&#128540;
23592,3,0,0,3,2,Yasss brownies &amp; ice cream &#128523; http://t.co/8qLa3JsglG
23593,3,1,2,0,1,Yay I'm a redneck piece of shit! #sorrynotsorry
23594,3,0,3,0,1,Yayyyy I'm gonna be jacking off to these bitches all day today http://t.co/LEmILFu1
23595,3,0,3,0,1,"Yaz bitch yaz, http://t.co/EOmRMqWNqT"
23596,3,0,3,0,1,Yea I see ya hoe
23597,3,0,3,0,1,"Yea I'm illiterate, hot as a skillet bitch. &#128079;"
23598,3,1,2,0,1,"Yea Oscar your a grouch.. ""Bitch I live in a fuckin trash can"""
23599,3,2,1,0,0,"Yea alright redneck white trash""@CamoPearls: Stupid niggers hollering out their car going down the road trying to hit on me! Fuck y'all!"""
23600,3,0,3,0,1,Yea bitch &#128514; how dat shit feel http://t.co/C7H0TfJDET
23601,3,0,0,3,2,Yea buddy RT @YallJustDontKno: A lot of NBA trash talk going on
23602,3,0,3,0,1,Yea randy that white 745 changed my whole mind that hoe nice
23603,3,1,2,0,1,Yea you bad but hoe so what
23604,3,0,3,0,1,Yea you bad but hoe so what??
23605,3,1,2,0,1,"Yea, Mike had a bitch-ass referee in Tokyo @Royceda59"
23606,3,0,3,0,1,"Yea, my bitch is crazy. So what?"
23607,3,0,3,0,1,Yeaaa bitch I be with dog like shaggy yea we stay clean but we get dirty like Harry
23608,3,1,2,0,1,Yeah Chris Brown definitely the realest waffle cone colored nigga of all time for that no bullshit song b that's exactly how I be feelin
23609,3,0,3,0,1,Yeah I can just tell by the weather that I won't be gettin any pussy today
23610,3,0,3,0,1,Yeah I have acne but I still pull hotter bitches than you (-:
23611,3,0,3,0,1,"Yeah I tried and you bein all blind and shit. Lol peace, bitch.&#127797;"
23612,3,0,3,0,1,Yeah at&amp;t needs to get fucked up with this fuckin water proof galaxy-_- got cheerios slidin down the bitch an shit
23613,3,0,3,0,1,Yeah bitch
23614,3,0,3,0,1,Yeah bitches. You know he was hot shit back in the day http://t.co/z9cGLJTKow
23615,6,0,6,0,1,Yeah hoe
23616,3,0,3,0,1,Yeah hoe.
23617,3,0,3,0,1,Yeah hoe. http://t.co/qZXi0IuFCf
23618,3,0,3,0,1,"Yeah im livin right, these bitches dead wrong"
23619,3,0,3,0,1,"Yeah it was a great one actually, I'm fucking hilarious bitches &#128129;&#128536;"
23620,3,0,0,3,2,Yeah okay let's just put a fire cracker in a cow pie and see what happens
23621,3,0,3,0,1,"Yeah right, yeah right, this guys a faggot."
23622,3,0,1,2,2,Yeah that's where you're supposed to put the trash can.... #rude http://t.co/molWF0py
23623,3,0,3,0,1,Yeah the NFL trash as fuck for this London shit
23624,3,0,0,3,2,Yeah they do. RT @Yankees: Six complete here at The Stadium. #Yankees lead the Red Sox 3-1. #LetsGoYankees
23625,3,0,3,0,1,Yeah you bad but hoe so what
23626,3,0,3,0,1,Yeah you bitch &#128514;&#128514;&#128514;
23627,3,1,2,0,1,"Yeah your eyebrows on point, but is ya pussy clean?"
23628,3,0,3,0,1,"Yeah, I had a bitch, but she ain't bad as you, so hit me up when you pass through"
23629,3,0,3,0,1,"Yeah, I'm SO annoying until you need something...bitch #fuckfriendzones I don't play that shit, fuck with my heart and I'll make you wish"
23630,3,0,3,0,1,"Yeah, he forgot to say ""Dumb"" &#8220;@TwistTwizzy: @snoopDogg made a mistake for calling @IggyAzalea bitch.&#8221;"
23631,6,2,4,0,1,"Yeah.. They heard I'm fucking nuts, like the swag of a fag"
23632,3,0,0,3,2,Yee boy my yung nicca told me dat waxx
23633,3,0,3,0,1,Yeen never seen a fat nigga on a molly bitch imma hurt somethin
23634,4,0,3,1,1,Yeen no real nicca if yeen got no porn sites n your internet history
23635,3,0,3,0,1,Yeezus was fuckin trash
23636,3,0,1,2,2,Yellow jackets at gas station trash cans are THE worst
23637,3,0,2,1,1,"Yep RT @KingHorseDick: Nope and never will. RT @iRejectSlimHoes: Fellas u ever had some pussy so good YOU send a ""so what are we?"" Text?"
23638,3,0,0,3,2,"Yep, sources confirmed it. That Iggy concert last night was trash"
23639,3,0,3,0,1,Yes &amp; no RT @ChannyMaraj Is it ok to beat a bitch up over some tweets or nah?
23640,3,0,3,0,1,Yes I love sex I told yo bitch being the rubbers
23641,3,0,3,0,1,Yes bitch you still in love in rich. She lying
23642,3,0,2,1,1,"Yes lawd &#171;@JusDahl God took extra time on you... &#8220;@jaleesaraex: ""you have lips like kylie jenner""
...bitch I'm black http://t.co/zj2Guu0pCM"
23643,3,0,3,0,1,"Yes suhh &#8220;@Swishas_Erbs: &#8220;@Vonteeeeee: Fuck you bitch, I'm CHILLIN&#8221; You Gettin Live Tomorrow ?&#8221;"
23644,3,0,3,0,1,"Yes ugly bitch with the shitty platinum blonde skunk hair, you did take cuts"
23645,3,1,2,0,1,Yes yes yes that's all you gone hear never met a hoe yet that a tell me no
23646,3,0,3,0,1,Yes! Daryl and Michone are my niccas!RT @JaJuan_Cofield: @VonshayeB got it recorded! Been waiting months for this season premiere!!!
23647,3,0,3,0,1,"Yes, I'm a hairy white man with redneck tendencies who absolutely loves Aretha Franklin. Fuck you hater."
23648,3,0,1,2,2,Yes. And favorites this. RT @StraightCash08: @202SOLE please tell me you didn't buy that trash
23649,3,1,2,0,1,Yessir. You know this man RT @BryceHamilton11: @ItsNotHarold u got some pack fag boy I'm comin thru
23650,3,0,3,0,1,Yesterday was an all around good day. Great day. Saw a lot of people i havent seen in a while and got high as giraffe pussy #Easter420
23651,3,0,0,3,2,"Yesterday, I saw a red hair do, with streaks of orange and yellow in it. Combed up like Woody Wood Pecker. And... http://t.co/o3hiKa2Fin"
23652,3,0,3,0,1,"Yet you won't tag @AnthonyCumia 
What a pussy.
""@Gus_802: Cripes, what a loser. https://t.co/a3gpdURamA"""
23653,3,1,2,0,1,Yo @KayciMalynn I miss you. Ya cunt.
23654,3,0,3,0,1,Yo @espn u let that peckerwood skip get away with anything.. Fuck u @espn
23655,3,0,3,0,1,Yo I'm not a bitch but don't take my order right and I will fucking become one.
23656,6,0,6,0,1,Yo bitch I had fun with that
23657,3,0,3,0,1,Yo bitch LOOKIN like she wana fuck summn
23658,3,0,3,0,1,Yo bitch a freak fucked ha to sleep and dat was the last time I was slept on. . .Shit I woke ha up nd fucked ha again so she aint sleep long
23659,3,0,3,0,1,"Yo bitch all over me, I ain't make no commitment"
23660,3,2,1,0,0,Yo bitch ass needs to boss the fuck up.
23661,6,0,6,0,1,Yo bitch choosin just let her http://t.co/zg6X4gDyRZ
23662,6,0,5,1,1,Yo bitch choosin just letr
23663,3,0,3,0,1,Yo bitch choosin' just let her
23664,3,0,3,0,1,Yo bitch choosinh just Let''R
23665,3,0,3,0,1,Yo bitch gaggin she jet laggin
23666,3,0,3,0,1,Yo bitch go wild more miles on her pussy then my car do
23667,3,0,3,0,1,Yo bitch know wat im talkin bout
23668,6,0,6,0,1,Yo bitch like to get cute and go the movies mane my bitch like to get fine and go to the gun range
23669,3,2,1,0,0,Yo bitch on my dick she come to my crib she get passed around no love
23670,3,0,3,0,1,Yo bitch she boof she got that throwbac pussy !
23671,3,0,3,0,1,Yo bitch wanna fuck the squad
23672,3,0,3,0,1,Yo bitch wanna fuck the squad!!&#128526;
23673,3,0,3,0,1,Yo can you guys stop being little bitches just know everything happens for a reason of your meant to be you will be &#128079;
23674,3,0,3,0,1,"Yo daddy is a bitch, you jus a son of that boyyy...."
23675,3,0,3,0,1,Yo fuck firestone for that commercial givin bitches ideas to run over guy's video games. I'd cut a bitch over that.
23676,3,0,3,0,1,Yo fuck the pats they are still bitches
23677,3,0,3,0,1,Yo hoe is like a tick so she hunting for a blood
23678,3,0,3,0,1,"Yo homegirl fat and got a mustache, no need to ""yass bitch &#128525;&#128525;"" that"
23679,3,0,0,3,2,Yo if you get like over 25 of flappy bird you need to do some self evaluation because you probably have no life
23680,3,0,3,0,1,Yo main bitch that's my side hoe !
23681,3,1,2,0,1,Yo own homegirls sayin you a bum bitch #Ooooostopflexingforigandtwitter
23682,3,0,3,0,1,Yo pussy ain't shit unless you had some @MagicJohnson in it
23683,3,0,3,0,1,Yo pussy ain't shit unless you had some jake from state farm in it
23684,3,0,3,0,1,Yo pussy been through it for the 9 scrapehouse visits. .
23685,6,0,6,0,1,Yo pussy overrated
23686,3,0,3,0,1,Yo that nigga at #USC was lying &#128514;&#128514;&#128514;&#128514;&#128514; had y'all bitches calling him ya MCM and all how do u feel....ok back to you Bob
23687,3,0,3,0,1,Yo that teacher in Baltimore wasn't bullshitin with that bitch lmao
23688,3,1,2,0,1,Yo this niggah catch every tweet lls oh my goodness
23689,3,0,3,0,1,Yo. ... this bitch in Macy's tried to run out the store with a gaggle of clothes and got caught
23690,3,0,3,0,1,Yoga has been around for ages and these bitches just now figuring it out
23691,3,0,3,0,1,Yoh brownie had me fukd up high last night
23692,3,2,1,0,0,"Yost on Portsmouth ""this is the biggest white trash county in the nation"" #YostKnowsMost @iDOWNTOWN"
23693,3,2,1,0,0,"You #football #nigga #KISS #ISIS #wifebeater #faggots&gt; WE SEE YOU&gt; Shout it out to the RADICAL #IslamNation, #YO&gt;"
23694,3,0,0,3,2,You NEED an iPhone to use their stupid watch? Apple is just grabbing people ankles and shaking the money out of rubes pockets.
23695,3,0,3,0,1,You a basic ass bitch #realtalk
23696,3,0,3,0,1,You a bitch
23697,6,2,4,0,1,You a dike cause yo man a pussy.
23698,3,1,2,0,1,You a faggot if you bring a jacket to work and keep it at ya desk b/c the office is cold.
23699,6,0,6,0,1,You a hoe and errbody know
23700,3,0,2,1,1,You a hoe for not having deals on fried chicken @groupon
23701,3,0,3,0,1,You a hoe if u eat candy corn
23702,3,2,1,0,0,You a hoe if you crying because yo ass pregnant. It was all smiles while you was riding that dick bitch.
23703,3,1,2,0,1,"You a hoe if you ever ""fstow"" after midnight"
23704,3,1,2,0,1,You a hoe if you like gettin drunk
23705,3,0,3,0,1,You a hoe if you take a taxi to the club
23706,3,0,3,0,1,You a hoe.
23707,3,3,0,0,0,You a lame ass nigga still cuffin these hoes my bitch got a bitch with er
23708,3,0,3,0,1,You a pussy dawg @Pipe_Tyson
23709,3,1,2,0,1,You a pussy hoe until you give me pussy hoe
23710,3,2,1,0,0,You a real life faggot if you ever fight another man because he fucked your girl. You just gotta take that L like a man and move on
23711,3,1,2,0,1,You a shoulda coulda woulda ass niggah Ima wish a niggah would ona hood ass niggah
23712,3,0,3,0,1,You a stupid hoe
23713,3,0,2,1,1,You a world class hoe
23714,3,0,3,0,1,"You ain't got no job, no diploma, no money, bitch at your parents when they don't give you money for weed, yet We need to act like adults??"
23715,3,0,3,0,1,You ain't my bitch so lil bitch why you bitchin
23716,3,0,3,0,1,You ain't my bitch so lil bitch why you bitchin?
23717,3,0,3,0,1,You ain't my main bitch so why the FUCC do you care !!!???
23718,3,0,3,0,1,You ain't nothin but a piece of cheese with out the corners in other words you ain't never gone be a slice bitch &#128514;&#128514;&#128514;
23719,3,0,3,0,1,You ain't squad lil bitch
23720,3,0,3,0,1,You ain't trynna fuc ? Get ya shoes hoe
23721,3,0,1,2,2,"You all are retarded if you really Kendrick was trying to diss all those rappers, don't think just cuz names were said he was coming at them"
23722,3,0,0,3,2,"You always buy me colored goldfish when my stash is low, and you are a constant inspiration to me and&#8230; http://t.co/nCPd8uSljf"
23723,3,0,3,0,1,You always find something to bitch about.
23724,3,0,3,0,1,You always see some shit on Old York Rd on the late night I done seen like 4 tranny and a midget
23725,3,0,3,0,1,You and that BBW shit can get TF off this planet. Take these stud hoes with you too.
23726,3,0,3,0,1,You and yuh bitch ass ull get smacked quick
23727,3,1,2,0,1,"You are a BOY you DONT say ""clutch"" fag ass. That's that bitch shit lingo tf."
23728,3,0,3,0,1,You are a bitch.
23729,3,0,3,0,1,You are a bitch. #CallEmLikeISeeEm
23730,3,3,0,0,0,You are a jiggaboo...!
23731,3,0,2,1,1,You are beyond retarded
23732,3,0,3,0,1,You are so fake &amp; I'm going to put you on blast bitch.
23733,3,0,3,0,1,You arguin bout a bitch and she a god damn slutttt
23734,3,0,3,0,1,You ask me about 2014? I'mma make dat bitch my bitch!!
23735,3,0,3,0,1,You at the club EVERY week bitch get a life
23736,3,0,3,0,1,You been the side hoe &#128514;&#128514;&#128514;&#128128;&#128128;&#128074;
23737,3,0,3,0,1,You better pray to god I don't like yo bitch cause we might catch eyes and she might get hit
23738,3,0,3,0,1,You better watch your hoe she fuckin everybody
23739,3,0,3,0,1,You better work bitch
23740,3,0,3,0,1,You bitch hole you never text me back.... Can you guess who this is... &#8212; Haha i never text anyone back my bad http://t.co/f4CsTdQGEc
23741,3,0,3,0,1,You bitch like to text emojis
23742,3,0,3,0,1,You bitches all got that one friend who wear the same fit to every other function and it don't even be that clean&#128514;
23743,3,0,3,0,1,You bitches are crazy
23744,3,0,3,0,1,You bitches can't relate to me. So stop.
23745,3,0,3,0,1,You bitches got me all the way fucked up idc how many pineapples y'all eat your pussy still gon taste the same so give that shit up please
23746,3,0,3,0,1,You bitches make me sick
23747,3,1,2,0,1,You bitches that entertain all the attention you get from these niggas are the worst kind of hoes there is
23748,3,0,2,1,1,You bitches wearing leggings everyday are sick. I know y'all wore the same pair 3 days in a row you can't fool me
23749,3,0,3,0,1,You bitter bitches need a life..!
23750,6,0,6,0,1,"You boil my blood, just how spoilt and how much ae an arrogant bitch you are. If u try to show off I'll flip nd most likely go nuts #ohwell"
23751,3,0,3,0,1,You can ask if I fucked a bitch but can't ask how my Father's Day was?!! ... These hoes be outta line!
23752,3,0,2,1,1,You can be a hoe in love
23753,6,1,5,0,1,You can buy a bitch erything in the world I bet she still find something to complain about
23754,3,0,3,0,1,You can buy bitches/ho's etc tho
23755,3,0,3,0,1,You can buy my fucking life and you've never even broken a sweat stop crying bitch @KylieJenner http://t.co/cipWztVnUo
23756,3,0,3,0,1,"You can call me a bitch, OK! But a the thief get out of here. Smdh"
23757,3,0,3,0,1,You can expect me to be a total bitch towards you now yet again.
23758,3,0,1,2,2,"You can only say the word negro if it's attached to the word league. Then we're totally cool, guys."
23759,6,0,6,0,1,"You can say I'm just a fool, that stands for nothing. Well, to that, I say you're a cunt http://t.co/UA5gs1jaLF"
23760,3,0,3,0,1,You can't be mad when people call you a hoe if you out here acting like one
23761,3,0,3,0,1,You can't blame me for the bitches I attract.. Y'all say ima asshole when I talk about hoes... but that's kinda what I be having.
23762,3,1,2,0,1,You can't call a bitch a bitch if you're a bitch
23764,3,0,3,0,1,You can't owe me shit I don't trust niccas!
23765,3,2,1,0,0,You can't owe me shit ion trust niccas
23766,3,1,2,0,1,You can't play me for a fool my niggah
23767,3,0,3,0,1,You can't put anything past a New York bitch. Or a Detroit bitch. Or a Chicago bitch.
23768,3,0,3,0,1,You can't put the pussy on a pedestal
23769,3,0,3,0,1,You can't spell Patrick without trick so trick or treat bitch
23770,6,0,6,0,1,You can't treat these hoes like ladies
23771,3,0,3,0,1,You can't trust no chick that got a pet cat b those bitches be mad sneaky
23772,3,0,3,0,1,You cant tell these bitches nothing... they belong to the city
23773,3,0,0,3,2,You could be viewing the future through rose-colored glasses t... More for Libra http://t.co/UOoN09K1Dq
23774,3,0,3,0,1,"You could fuck my bitch , lemme fuck yo bitch &#128514;&#128514;&#128514;&#128514; &#128175;"
23775,3,1,2,0,1,"You da bess, you deserve a crown bitch!"
23776,3,0,2,1,1,You do something different you turn out a hoe
23777,3,1,2,0,1,You don't HAVE to say it. You showed yaself. RT @UptownRaised: Bitch nobody said I did now shut the fuck up that fat made you retarded @VofD
23778,3,0,2,1,1,"You don't know me, but I'm your bra. RT @HuffingtonPost: Doobie Brothers member Michael McDonald says he'll ""come out as a tranny"""
23779,3,0,3,0,1,You done with that clown bitch or ...?
23780,3,0,2,1,1,You drink light beer? Hahahahahahahahahahaha what a pussy!
23781,3,0,3,0,1,You dumb bitch you think I work for free!
23782,3,0,3,0,1,You estupid bitch I don't like you &#128074; how hard is it to understand
23783,3,0,3,0,1,"You ever dream about fucking a chick, fuck her in real life then the pussy was better in the dream?"
23784,3,0,3,0,1,"You ever had a piece of pussy man, that be on your mind like money?"
23785,6,0,6,0,1,You ever have sex with a pharaoh. I put that pussy in a sarcophagus
23786,3,0,2,1,1,"You ever randomly woke up and ya bitch standing over you, just staring."
23787,3,0,3,0,1,"You ever see bitches comment on a vine like ""oh my god, that's me!"" Knowin damn well she would neva do some shit like that lmfaaoo"
23788,3,1,2,0,1,You ever seen a fine Eskimo bitch?I'm in google images looking them up now.
23789,3,1,2,0,1,You fags hyped that shit up so much and I listen to it... Everything is GARBAGE
23790,3,0,3,0,1,You fat hoes need to exercise and diet
23791,3,0,3,0,1,You following a whole bunch of bitches that look better than your girl don't do nothin but make you wanna cheat more
23792,3,0,3,0,1,"You fuck up , I try to be nice. I fuck up , you go ape shit and stay mad. Wtf haha"
23793,3,2,0,1,0,"You fucking fag &#8220;@baethingape: this is exactly what i am talking about 
women are pigs http://t.co/oKR3seYFBJ&#8221;"
23794,6,0,6,0,1,"You girls be 13 talking about ""I hate sleeping alone"" .. Well bitch you better buy a damn teddy bear."
23795,6,1,5,0,1,"You girls got no job, no college set up to have a better future, then get mad when a nigga leave you cause all you got is pussy"
23796,3,0,3,0,1,You girls needa stop with the edits. Damn near got catfished a week or two ago and the bitch keeps findin her way back&#128530;&#128548;&#128165;&#128299;&#128553;
23797,3,0,3,0,1,You giving me head tonight or nah ? &#8212; I'll shoot your fucking pussy hoe http://t.co/yvBJuNoTXE
23798,3,0,3,0,1,You got 15k followers n the same bed sheets from last month .. These bitches be confrused ( @YoGottiKOM ) voice
23799,3,0,3,0,1,"You got dykes, I got the Vic's"
23800,3,0,3,0,1,You got hoes really out there titty twerkin &#128584;&#128584;&#128584; https://t.co/1Cc7GU4e7O
23801,3,2,1,0,0,You got me faggot
23802,3,1,2,0,1,You got my name In your mouth but I got your bitch on my dick &#128586;
23803,6,1,5,0,1,You got niggas and I got bitches
23804,3,0,3,0,1,"You got niggas and I got bitches.
PARTYNEXTDOOR ain't never lied."
23806,3,0,3,0,1,You got that pussy nigga disease ain't no curing ya
23807,6,0,6,0,1,You got to be a bad bitch for me trip
23808,3,0,3,0,1,You got wild bitches tellin you liessss
23809,3,0,3,0,1,You gotta block dumb hoes
23810,3,1,2,0,1,You guys are all faggots.
23811,3,2,1,0,0,You hate football your a faggot
23812,3,3,0,0,0,You have my word we will RT @JRwrz: @Thotcho beat those fucking faggots pls
23813,3,0,3,0,1,You have no friends BC nobody wants to be guilty by association #hoe
23814,3,0,3,0,1,You hoes AINT fucking with me &#128526;&#128526; http://t.co/abITIixmhz
23815,6,1,5,0,1,You hoes ain't got no real friends cause the shit I be seeing boyyyyyyyy&#128563;&#128563;&#128563;&#128563;&#128563; my friends ah burry me 6 ft under oml if I'm ever slipping
23816,3,0,2,1,1,You hoes are in for a pleasant surprise &#128540;&#128527;
23817,3,0,3,0,1,You hoes complain too much.
23818,3,0,3,0,1,You hoes give me more and more reasons everyday to stay my ass single for another 2 years
23819,3,0,3,0,1,"You hoes love sayin ""You think you cute huh"".. Naa, You do.."
23820,6,0,6,0,1,You hoes steady coming for me &#128514;&#128514;&#128514;
23821,3,0,3,0,1,You just a Twitter hoe
23822,3,0,3,0,1,You just caught this bitch cheatin while you at work shes with some dude tryin to get off? FUCK slittin her throat CUT THIS BITCH'S HEAD OFF
23823,6,2,4,0,1,You just her friend im the niggah she wanna fuck wit
23824,3,1,2,0,1,You just salty you ugly and white RT @JayWiz614: @ItsNotHarold they all some hoes
23825,3,0,3,0,1,"You just worried bout the bitches, I got one girl and she my girl no one else can hit it"
23826,3,0,1,2,2,"You know I'm not big on the NFL, but I'm so sick of hearing all of this ""Black and yellow"" shit. LOL @ bandwagon fans and hell, GO PACKERS!"
23827,3,0,3,0,1,You know a bitch is crazy when she smiles and she's upset!
23828,3,0,3,0,1,You know a bitch mad when she throw her drink &#128514; now she got to find another nigga to buy her another one
23829,3,0,3,0,1,"You know bitches be mad when they be like ""I'm my own #wcw&#128514;&#128514;"
23830,3,0,3,0,1,You know how hard it is to find a good woman? But yo hoe ass being ungrateful and cheating on your good woman cuz what? Faggot shit.
23831,3,0,3,0,1,You know how many hot bitches I own?
23832,3,0,3,0,1,You know how these hoes be! http://t.co/EdHIfNsrfR
23833,3,0,3,0,1,You know how these lil bitches &#128530;runn they mouth up in the streets &#128078;&#128080;
23834,3,1,2,0,1,You know how trash of a grown ass woman you gotta be for a nigga to be fucking around 17 year old? 10 year old landfill trash.
23835,3,1,2,0,1,You know i stay on fuck a bitch shit but with a street nigga thats what you gonna get .
23836,3,0,3,0,1,You know im not even gonna respond to that but I know the real you bitch!
23837,3,0,3,0,1,You know people ghetto when they leave the plastic shit on their TVs
23838,3,1,2,0,1,You know random niggaz and bitches wish the worst on eachother... Just look at their tweets.
23839,3,0,3,0,1,You know the head good when it feel like she has a pussy stuffed down her throat
23840,3,0,3,0,1,You know these hoes is no good when all the singers stop making love songs &#128514;&#128514;
23841,3,0,3,0,1,You know these hoes wishy washy
23842,3,0,3,0,1,You know these hoes wishy washy !
23843,3,0,3,0,1,You know what fuck that bitch and you didnt react? girl it's me and you
23844,3,2,1,0,0,You know what fuck you too bitch your such a little hoe! &gt;.&lt;
23845,3,0,3,0,1,You know what im into nigga .. Money &amp; expensive bitches
23846,3,0,3,0,1,"You know what, all you are doing is being a burden to me. A fuckin annoyance and I hate bitches like you"
23847,3,0,3,0,1,You know why we call life a bitch? Cuz she don't use no lube or nothin when she stick her big ole cock up your ass and fuck you raw.
23848,3,0,3,0,1,You know you a bitch ass so I don't need to say it.
23849,3,0,0,3,2,"You know you are in the ghetto when you see streets named Martin Luther King Jr &amp; LittleJohn. 
#halp"
23850,6,1,5,0,1,You know you kinda seem like a nasty bitch. &#128129;&#128139;
23851,3,0,3,0,1,You know you married a hoe ass bitch when she let the nigga come over and let the nigga take ya porn DVDs.
23852,3,0,3,0,1,You knows dat once you white bitches has da black cock on yo uptight white asshole you wants it again and again and again
23853,3,2,1,0,0,You like them bitch niggas.
23854,3,0,0,3,2,You like those? Honestly they tasted like the sole of my shoes RT @rllllytired: @ItsNotHarold that's a shame.
23855,3,0,3,0,1,You like where the hell is yo bitch meanwhile yo bitch like where the hell is yo clique #ayeeeee
23856,3,1,2,0,1,You lil stupid ass bitch I ain't fucking with you
23857,3,1,2,0,1,You little dumb ass bitch I dont fuck with you!
23858,3,0,3,0,1,You little stupid ass bitch I ain't fuckin witchu.
23859,3,1,2,0,1,"You little stupid ass bitch, i aint fuckin with you!!!!!"
23860,3,0,3,0,1,You little twats.
23861,3,0,1,2,2,You losing 0-3 @sterling31 and that's what u trying to do? Stupid yardie
23862,3,0,3,0,1,"You mad cuz I was in the van with yo bitch
With both hands on her tits"
23863,3,0,3,0,1,"You mad cuz she fucking on ya enemy? She wins Cuz you letting that shit fuck with you. You can't control these hoes, why stress?"
23864,3,0,3,0,1,You mean these hoes RT @KingHorseDick: Russ never gonna be happy bruh
23865,3,0,3,0,1,You must be part of the cat family. . Cuz you're a fucking pussy
23866,3,1,2,0,1,You must be retarded &#8220;@YahAriah: &#8220;@septicaIs: Quote with a thirst trap &#128520;&#8221;&#128069;&#128069;&#128069; http://t.co/qPZx198vNt&#8221;
23867,3,0,3,0,1,You need a muzzle for your horse face bitch.
23868,3,0,2,1,1,You need a nicca like me to bring that freak outta you
23869,3,0,3,0,1,"You never heard ""i think i have weed poisoning"" cause it dont exist hoe"
23870,3,0,3,0,1,"You never invite me anywhere, yet you bitch about it when I do it to you? No."
23872,3,0,3,0,1,You nigga eating these hoes pussy but they ain't worth it
23873,3,0,3,0,1,You niggas puttin bitches you haven't even fucked yet on a pedestal. Scratch her off your hit list b. You ain't never hittin that.
23874,3,1,2,0,1,You niggas talking to these females trying to get some pussy but dont realize you're only boosting their ego and getting curved.
23875,3,1,2,0,1,You niggas that would rather your girl wear jeans and Js instead of a tight dress and heels are faggots..
23876,3,1,2,0,1,You niggaz is bitches better yet actresses da k hit ya ass nd flip you like a pissy mattress
23877,3,0,3,0,1,You nigguhs glorifying pussies
23878,3,0,3,0,1,You not playing me bitch I know wassup
23879,3,2,1,0,0,"You old bitter,salty ass niccas make my flesh crawl off my bones! Such bitches you are! #DontArgueJustAcceptIt"
23880,3,0,3,0,1,You only bully people you know you can. Why you ain't do this in the playoffs bitch? @KingJames
23881,3,0,3,0,1,You out there popping them pills fucking them stank hoes.. Keep it real you ain't really bout your bank roll.. You're satisfied.
23882,3,0,3,0,1,You poor soul RT @VICD713ENT: Cuz fat bitches the only thing that I like
23883,3,1,2,0,1,You pussy if you lie for pussy &#128175;&#128175;
23884,3,1,2,0,1,"You pussy nigga, I see ya whiskers"
23885,3,1,2,0,1,You ratchet ass bitches gonna have nobody to blame but yourself when you get an std
23886,3,0,3,0,1,You really can't be too nice to bitches that's the easiest way to get cheated on
23887,3,1,2,0,1,You right fam. RT @pufntrees: @202SOLE jus peeped ur tl.cmon son.look at em.he a bitch
23888,3,0,3,0,1,You said I texted u and told u I missed you? Yeah I did bitch like 4 weeks ago. Grow up
23889,3,0,3,0,1,You said that's yo bitch but that bitch look fu &#128551;
23890,3,0,0,3,2,You said you be smoking strong but your wrong you been smoking trash and it aint in my lungs if it aint that pressure
23891,3,0,0,3,2,You said you be smoking strong but your wrong you been smoking trash it's not in my lungs if it ain't that pressure.
23892,3,0,2,1,1,You say I'm a bitch? I say I'm a woman with a strong personality that doesn't play well with others!&#128074;
23893,3,0,3,0,1,"You say it like they're a new toy, they're children you dumb bitch &#8220;@Knia_Amareee: Mixed Babies,I want one &#128525;&#128525;&#128525;&#128525; http://t.co/7riWuwamLz&#8221;"
23894,3,0,3,0,1,You say no to ratchet pussy but juicy-j can't! Bands will make her dance
23895,3,0,3,0,1,"You say no to ratchet pussy, juicy j cant."
23896,3,0,3,0,1,You say that bitch bad but she ain't shit to me !
23897,6,1,5,0,1,You say you classy and sadity I say bitch you a tease
23898,3,0,3,0,1,You say you gotta new bitch?
23899,3,0,3,0,1,You scared I ain't scared to beat the pussy up
23900,3,0,3,0,1,You scum bro RT @HURRICANESENSEI: When tha pussy was trash but she still txt yu... http://t.co/5tasiq5YO8 my life ain't shit
